wellkey,api_suffix,wellid,well_name,well_redrill,comp_flag,NEW_WELL_NAME
C111,01,C111A,C111,A,1,C111_01
D836,00,D836Z,D836,Z,1,D836_00
C432,01,C432Z,C432,Z,1,C432_01
A639,00,A639,A639,,1,A639_00
C845,02,C845B,C845,B,1,C845_02
C801,02,,,,0,C801_02
C801,03,C801B,C801,B,1,C801_03
C601,01,C601A,C601,A,1,C601_01
B808,00,,,,0,B808_00
B808,01,B808,B808,,1,B808_01
B705,01,B705A,B705,A,1,B705_01
B105,03,B105B,B105,B,1,B105_03
B801,00,B801,B801,,1,B801_00
B519,01,B519A,B519,A,1,B519_01
B838,01,B838A,B838,A,1,B838_01
B536,00,B536,B536,,1,B536_00
B740,02,B740B,B740,B,1,B740_02
B407,01,B407A,B407,A,1,B407_01
B638,01,B638A,B638,A,1,B638_01
B137,01,B137A,B137,A,1,B137_01
B114,03,B114C,B114,C,1,B114_03
B119,01,B119A,B119,A,1,B119_01
B804,00,B804,B804,,1,B804_00
B204,01,B204A,B204,A,1,B204_01
B131,01,B131A,B131,A,1,B131_01
D102,01,D102Z,D102,Z,1,D102_01
A402,01,A402A,A402,A,1,A402_01
A265,03,,,,0,A265_03
A265,04,A265B,A265,B,1,A265_04
A220,01,A220A,A220,A,1,A220_01
A558,00,A558Z,A558,Z,1,A558_00
A828,00,A828,A828,,1,A828_00
A250,00,A250,A250,,1,A250_00
A853,03,A853B,A853,B,1,A853_03
A362,01,A362A,A362,A,1,A362_01
A303,02,A303A,A303,A,1,A303_02
A302,01,A302A,A302,A,1,A302_01
A852,01,A852A,A852,A,1,A852_01
A256,01,A256A,A256,A,1,A256_01
    ,00,,,,1,    _00
    ,00,,,,1,    _00
A661,00,A661,A661,,1,A661_00
A661,01,,,0,0,A661_01
0   ,00,,,,0,0   _00
B414,00,,,,0,B414_00
A374,01,A374A,A374,A,1,A374_01
A661,02,A661A,A661,A,1,A661_02
    ,00,,,,1,    _00
B520,01,B520Z,B520,Z,1,B520_01
A818,00,,,,0,A818_00
A772,00,A772,A772,,1,A772_00
J447,01,J447A,J447,A,1,J447_01
D580,03,D580A,D580,A,1,D580_03
    ,00,,,,1,    _00
D580,02,,,,0,D580_02
D306,01,D306A,D306,A,1,D306_01
A818,01,A818,A818,,1,A818_01
A174,01,A174A,A174,A,1,A174_01
A741,00,A741,A741,,1,A741_00
A810,00,A810,A810,,1,A810_00
A111,02,A111B,A111,B,1,A111_02
A641,00,A641,A641,,1,A641_00
A814,00,A814,A814,,1,A814_00
A404,02,A404B,A404,B,1,A404_02
A766,00,A766,A766,,1,A766_00
A209,01,A209A,A209,A,1,A209_01
A301,02,A301B,A301,B,1,A301_02
A754,00,A754,A754,,1,A754_00
A804,00,A804,A804,,1,A804_00
A549,00,A549Z,A549,Z,1,A549_00
A145,01,A145A,A145,A,1,A145_01
A752,00,A752,A752,,1,A752_00
A803,00,A803,A803,,1,A803_00
A808,00,A808,A808,,1,A808_00
A361,02,A361B,A361,B,1,A361_02
A742,00,A742,A742,,1,A742_00
A774,00,A774,A774,,1,A774_00
A826,00,A826,A826,,1,A826_00
A743,00,A743,A743,,1,A743_00
A648,00,A648,A648,,1,A648_00
D316,03,D316B,D316,B,1,D316_03
D615,02,D615B,D615,B,1,D615_02
D314,02,D314B,D314,B,1,D314_02
D842,01,D842A,D842,A,1,D842_01
D824,01,D824A,D824,A,1,D824_01
A750,00,A750,A750,,1,A750_00
A820,00,A820,A820,,1,A820_00
J442,03,J442C,J442,C,1,J442_03
D433,01,D433A,D433,A,1,D433_01
D743,01,D743A,D743,A,1,D743_01
B808,01,B808Z,B808,Z,1,B808_01
A669,01,A669A,A669,A,1,A669_01
A640,01,A640A,A640,A,1,A640_01
D107,01,D107A,D107,A,1,D107_01
C440,00,C440Z,C440,Z,1,C440_00
D621,01,D621A,D621,A,1,D621_01
D450,01,D450A,D450,A,1,D450_01
B608,01,B608Z,B608,Z,1,B608_01
B530,00,B530Z,B530,Z,1,B530_00
D626,01,D626A,D626,A,1,D626_01
D708,00,D708,D708,,1,D708_00
D496,02,D496B,D496,B,1,D496_02
D424,01,D424A,D424,A,1,D424_01
A146,01,A146A,A146,A,1,A146_01
D406,02,D406B,D406,B,1,D406_02
D210,02,D210B,D210,B,1,D210_02
D303,00,D303Z,D303,Z,1,D303_00
D405,02,D405B,D405,B,1,D405_02
D839,01,D839A,D839,A,1,D839_01
D594,05,D594B,D594,B,1,D594_05
C355,01,C355Y,C355,Y,1,C355_01
D573,01,D573A,D573,,1,D573_01
D535,01,D535A,D535,A,1,D535_01
A152,01,A152A,A152,A,1,A152_01
A635,00,A635,A635,,1,A635_00
C444,01,C444,C444,,1,C444_01
A706,01,A706A,A706,A,1,A706_01
A358,01,A358A,A358,A,1,A358_01
A404,01,A404A,A404,A,1,A404_01
D748,00,D748,D748,,1,D748_00
D407,01,D407A,D407,A,1,D407_01
D821,00,D821,D821,,1,D821_00
D111,01,D111A,D111,A,1,D111_01
D523,01,D523A,D523,A,1,D523_01
D611,02,D611A,D611,A,1,D611_02
D628,02,D628B,D628,B,1,D628_02
D582,02,D582A,D582,A,1,D582_02
D115,01,D115A,D115,A,1,D115_01
D737,00,D737,D737,,1,D737_00
J462,01,J462A,J462,A,1,J462_01
D804,00,,,,0,D804_00
D804,01,D804,D804,,1,D804_01
J342,00,J342,J342,,1,J342_00
B518,00,,,,0,B518_00
B518,01,B518,B518,,1,B518_01
J341,01,J341A,J341,A,1,J341_01
B206,03,B206,B206,,1,B206_03
B605,00,B605,B605,,1,B605_00
B438,01,B438A,B438,A,1,B438_01
B721,00,B721,B721,,1,B721_00
C767,00,C767,C767,,1,C767_00
C823,00,C823,C823,,1,C823_00
C712,01,C712A,C712,A,1,C712_01
C458,00,C458,C458,,1,C458_00
C768,01,C768A,C768,A,1,C768_01
C669,01,C669A,C669,A,1,C669_01
A101,00,A101,A101,,1,A101_00
A101,01,A101A,A101,A,1,A101_01
A101,02,A101B,A101,B,1,A101_02
A102,00,A102,A102,,1,A102_00
A103,00,A103,A103,,1,A103_00
A104,00,A104,A104,,1,A104_00
A105,00,A105,A105,,1,A105_00
A106,00,A106,A106,,1,A106_00
A107,00,A107,A107,,1,A107_00
A108,00,A108,A108,,1,A108_00
A108,02,A108A,A108,A,1,A108_02
A109,00,A109,A109,,1,A109_00
A110,00,A110,A110,,1,A110_00
A110,01,A110A,A110,A,1,A110_01
A111,01,A111A,A111,A,1,A111_01
A111,00,A111,A111,,1,A111_00
A112,00,A112,A112,,1,A112_00
A113,00,A113,A113,,1,A113_00
A114,00,A114,A114,,1,A114_00
A114,01,A114A,A114,A,1,A114_01
A115,02,A115A,A115,A,1,A115_02
A115,00,A115,A115,,1,A115_00
A116,00,A116,A116,,1,A116_00
A117,00,A117,A117,,1,A117_00
A118,00,A118,A118,,1,A118_00
A119,00,A119,A119,,1,A119_00
A120,00,A120,A120,,1,A120_00
A121,00,A121,A121,,1,A121_00
A121,01,A121A,A121,A,1,A121_01
A123,00,A123,A123,,1,A123_00
A123,01,A123A,A123,A,1,A123_01
A124,00,A124,A124,,1,A124_00
A125,00,A125,A125,,1,A125_00
A126,00,A126,A126,,1,A126_00
A126,01,A126A,A126,A,1,A126_01
A126,02,A126B,A126,B,1,A126_02
A127,00,A127,A127,,1,A127_00
A127,01,A127A,A127,A,1,A127_01
A127,03,A127B,A127,B,1,A127_03
A127,04,A127C,A127,C,1,A127_04
A129,00,A129,A129,,1,A129_00
A130,01,A130,A130,,1,A130_01
A130,02,A130A,A130,A,1,A130_02
A131,00,A131,A131,,1,A131_00
A132,00,A132,A132,,1,A132_00
A133,00,A133,A133,,1,A133_00
A134,00,A134,A134,,1,A134_00
A135,00,A135,A135,,1,A135_00
A136,00,,,,0,A136_00
A137,00,A137,A137,,1,A137_00
A138,00,A138,A138,,1,A138_00
A139,00,A139,A139,,1,A139_00
A139,01,A139A,A139,A,1,A139_01
A140,00,A140,A140,,1,A140_00
A141,00,A141,A141,,1,A141_00
A142,00,A142,A142,,1,A142_00
A143,04,A143A,A143,A,1,A143_04
A143,02,A143,A143,,1,A143_02
A144,00,A144,A144,,1,A144_00
A145,00,A145,A145,,1,A145_00
A146,00,A146,A146,,1,A146_00
A147,00,A147,A147,,1,A147_00
A148,00,A148,A148,,1,A148_00
A148,01,A148A,A148,A,1,A148_01
A149,00,A149,A149,,1,A149_00
A149,01,A149A,A149,A,1,A149_01
A150,00,A150,A150,,1,A150_00
A151,00,A151,A151,,1,A151_00
A152,00,A152,A152,,1,A152_00
A166,00,A166,A166,,1,A166_00
A166,01,A166A,A166,A,1,A166_01
A167,03,A167C,A167,C,1,A167_03
A167,00,A167,A167,,1,A167_00
A167,01,A167A,A167,A,1,A167_01
A167,02,A167B,A167,B,1,A167_02
A168,00,A168,A168,,1,A168_00
A169,00,A169,A169,,1,A169_00
A170,00,A170,A170,,1,A170_00
A171,00,A171,A171,,1,A171_00
A171,01,A171A,A171,A,1,A171_01
A172,00,A172,A172,,1,A172_00
A173,00,A173,A173,,1,A173_00
A174,00,A174,A174,,1,A174_00
A201,00,A201,A201,,1,A201_00
A202,01,A202,A202,,1,A202_01
A203,00,A203,A203,,1,A203_00
A204,00,A204,A204,,1,A204_00
A205,00,A205,A205,,1,A205_00
A205,02,A205A,A205,A,1,A205_02
A207,00,A207,A207,,1,A207_00
A208,00,A208,A208,,1,A208_00
A208,01,A208A,A208,A,1,A208_01
A209,00,A209,A209,,1,A209_00
A210,01,A210,A210,,1,A210_01
A211,00,A211,A211,,1,A211_00
A212,00,A212,A212,,1,A212_00
A212,01,A212A,A212,A,1,A212_01
A213,00,A213,A213,,1,A213_00
A213,01,A213A,A213,A,1,A213_01
A214,00,A214,A214,,1,A214_00
A214,01,A214A,A214,A,1,A214_01
A215,00,A215,A215,,1,A215_00
A216,00,A216,A216,,1,A216_00
A217,00,A217,A217,,1,A217_00
A218,00,A218,A218,,1,A218_00
A219,01,A219A,A219,A,1,A219_01
A219,00,A219,A219,,1,A219_00
A220,00,A220,A220,,1,A220_00
A221,00,A221,A221,,1,A221_00
A222,00,A222,A222,,1,A222_00
A222,01,A222A,A222,A,1,A222_01
A223,00,A223,A223,,1,A223_00
A224,00,A224,A224,,1,A224_00
A225,00,A225,A225,,1,A225_00
A226,00,A226,A226,,1,A226_00
A227,00,A227,A227,,1,A227_00
A228,00,A228,A228,,1,A228_00
A229,00,A229,A229,,1,A229_00
A230,00,A230,A230,,1,A230_00
A231,00,A231,A231,,1,A231_00
A232,00,A232,A232,,1,A232_00
A233,00,A233,A233,,1,A233_00
A234,00,A234,A234,,1,A234_00
A235,00,A235,A235,,1,A235_00
A236,00,A236,A236,,1,A236_00
A237,00,A237,A237,,1,A237_00
A238,00,A238,A238,,1,A238_00
A238,01,A238A,A238,A,1,A238_01
A239,00,A239,A239,,1,A239_00
A239,01,A239A,A239,A,1,A239_01
A240,02,A240A,A240,A,1,A240_02
A240,01,A240,A240,,1,A240_01
A241,00,A241,A241,,1,A241_00
A241,01,A241A,A241,A,1,A241_01
A242,01,A242,A242,,1,A242_01
A243,00,A243,A243,,1,A243_00
A245,00,A245,A245,,1,A245_00
A247,00,A247,A247,,1,A247_00
A252,00,A252,A252,,1,A252_00
A253,00,A253,A253,,1,A253_00
A254,01,A254,A254,,1,A254_01
A255,00,A255,A255,,1,A255_00
A256,00,A256,A256,,1,A256_00
A257,00,A257,A257,,1,A257_00
A258,00,A258,A258,,1,A258_00
A259,00,A259,A259,,1,A259_00
A260,00,A260,A260,,1,A260_00
A261,01,A261,A261,,1,A261_01
A262,00,A262,A262,,1,A262_00
A263,00,A263,A263,,1,A263_00
A264,00,A264,A264,,1,A264_00
A264,00,A264Z,A264,Z,1,A264_00
A265,02,A265A,A265,A,1,A265_02
A265,01,A265,A265,,1,A265_01
A266,00,A266,A266,,1,A266_00
A266,01,A266A,A266,A,1,A266_01
A267,00,A267,A267,,1,A267_00
A268,00,A268,A268,,1,A268_00
A269,00,A269,A269,,1,A269_00
A271,00,A271,A271,,1,A271_00
A274,00,A274,A274,,1,A274_00
A301,00,A301,A301,,1,A301_00
A302,00,A302,A302,,1,A302_00
A303,01,A303,A303,,1,A303_01
A304,00,A304,A304,,1,A304_00
A305,00,A305,A305,,1,A305_00
A305,01,A305A,A305,A,1,A305_01
A306,00,A306,A306,,1,A306_00
A306,01,A306A,A306,A,1,A306_01
A307,00,A307,A307,,1,A307_00
A308,00,A308,A308,,1,A308_00
A308,01,A308A,A308,A,1,A308_01
A309,00,A309,A309,,1,A309_00
A310,00,A310,A310,,1,A310_00
A311,00,A311,A311,,1,A311_00
A312,02,A312A,A312,A,1,A312_02
A312,01,A312,A312,,1,A312_01
A313,00,A313,A313,,1,A313_00
A314,00,A314,A314,,1,A314_00
A315,00,A315,A315,,1,A315_00
A316,00,A316,A316,,1,A316_00
A317,00,A317,A317,,1,A317_00
A318,00,A318,A318,,1,A318_00
A319,00,A319,A319,,1,A319_00
A351,00,A351,A351,,1,A351_00
A351,01,A351A,A351,A,1,A351_01
A352,00,A352,A352,,1,A352_00
A353,00,A353,A353,,1,A353_00
A354,00,A354,A354,,1,A354_00
A354,01,A354A,A354,A,1,A354_01
A355,02,A355A,A355,A,1,A355_02
A355,00,A355,A355,,1,A355_00
A356,00,A356,A356,,1,A356_00
A357,00,A357,A357,,1,A357_00
A358,00,A358,A358,,1,A358_00
A359,00,A359,A359,,1,A359_00
A359,01,A359A,A359,A,1,A359_01
A360,00,A360,A360,,1,A360_00
A360,03,A360A,A360,A,1,A360_03
A361,00,A361,A361,,1,A361_00
A362,00,A362,A362,,1,A362_00
A363,00,A363,A363,,1,A363_00
A364,00,A364,A364,,1,A364_00
A364,02,A364A,A364,A,1,A364_02
A364,03,A364B,A364,B,1,A364_03
A365,00,A365,A365,,1,A365_00
A366,00,A366,A366,,1,A366_00
A367,00,A367,A367,,1,A367_00
A367,01,A367A,A367,A,1,A367_01
A367,02,A367B,A367,B,1,A367_02
A368,00,A368,A368,,1,A368_00
A368,01,A368A,A368,A,1,A368_01
A368,02,A368B,A368,B,1,A368_02
A369,00,A369,A369,,1,A369_00
A370,00,A370,A370,,1,A370_00
A371,00,A371,A371,,1,A371_00
A372,00,A372,A372,,1,A372_00
A373,00,A373,A373,,1,A373_00
A374,00,A374,A374,,1,A374_00
A401,00,A401,A401,,1,A401_00
A401,01,A401A,A401,A,1,A401_01
A402,00,A402,A402,,1,A402_00
A403,00,A403,A403,,1,A403_00
A403,01,A403A,A403,A,1,A403_01
A403,00,A403Z,A403,Z,1,A403_00
A404,00,A404,A404,,1,A404_00
A405,00,A405,A405,,1,A405_00
A406,00,A406,A406,,1,A406_00
A407,00,A407,A407,,1,A407_00
A408,00,A408,A408,,1,A408_00
A408,01,A408A,A408,A,1,A408_01
A409,00,A409,A409,,1,A409_00
A410,00,A410,A410,,1,A410_00
A410,01,A410A,A410,A,1,A410_01
A412,00,A412,A412,,1,A412_00
A412,01,A412A,A412,A,1,A412_01
A412,02,A412B,A412,B,1,A412_02
A530,00,A530,A530,,1,A530_00
A530,01,A530A,A530,A,1,A530_01
A532,00,A532,A532,,1,A532_00
A532,01,A532A,A532,A,1,A532_01
A540,01,A540,A540,,1,A540_01
A544,00,A544,A544,,1,A544_00
A547,00,A547,A547,,1,A547_00
A547,01,A547A,A547,A,1,A547_01
A548,00,A548,A548,,1,A548_00
A548,01,A548A,A548,A,1,A548_01
A552,00,A552,A552,,1,A552_00
A553,00,A553,A553,,1,A553_00
A554,00,A554,A554,,1,A554_00
A557,00,A557,A557,,1,A557_00
A564,00,A564,A564,,1,A564_00
A566,00,A566,A566,,1,A566_00
A569,00,A569,A569,,1,A569_00
A570,00,A570,A570,,1,A570_00
A629,00,A629,A629,,1,A629_00
A640,00,A640,A640,,1,A640_00
A646,00,A646,A646,,1,A646_00
A656,00,A656,A656,,1,A656_00
A662,00,A662,A662,,1,A662_00
A663,00,A663,A663,,1,A663_00
A663,01,A663A,A663,A,1,A663_01
A664,00,A664,A664,,1,A664_00
A664,01,A664A,A664,A,1,A664_01
A665,00,A665,A665,,1,A665_00
A666,00,A666,A666,,1,A666_00
A666,01,A666A,A666,A,1,A666_01
A667,01,A667,A667,,1,A667_01
A668,00,A668,A668,,1,A668_00
A669,00,A669,A669,,1,A669_00
A670,00,A670,A670,,1,A670_00
A670,02,A670A,A670,A,1,A670_02
A671,00,A671,A671,,1,A671_00
A672,00,A672,A672,,1,A672_00
A672,01,A672A,A672,A,1,A672_01
A673,00,A673,A673,,1,A673_00
A703,00,A703,A703,,1,A703_00
A703,01,A703A,A703,A,1,A703_01
A704,00,A704,A704,,1,A704_00
A705,00,A705,A705,,1,A705_00
A706,00,A706,A706,,1,A706_00
A707,01,A707,A707,,1,A707_01
A708,00,A708,A708,,1,A708_00
A708,01,A708A,A708,A,1,A708_01
A709,00,A709,A709,,1,A709_00
A710,00,A710,A710,,1,A710_00
A711,00,A711,A711,,1,A711_00
A712,00,A712,A712,,1,A712_00
A713,00,A713,A713,,1,A713_00
A713,01,A713A,A713,A,1,A713_01
A713,02,A713B,A713,B,1,A713_02
A714,00,A714,A714,,1,A714_00
A715,00,A715,A715,,1,A715_00
A716,00,A716,A716,,1,A716_00
A717,00,A717,A717,,1,A717_00
A717,01,A717A,A717,A,1,A717_01
A718,00,A718,A718,,1,A718_00
A719,00,A719,A719,,1,A719_00
A719,01,A719A,A719,A,1,A719_01
A720,00,A720,A720,,1,A720_00
A721,00,A721,A721,,1,A721_00
A721,01,A721A,A721,A,1,A721_01
A722,00,A722,A722,,1,A722_00
A723,00,A723,A723,,1,A723_00
A723,01,A723A,A723,A,1,A723_01
A724,03,A724B,A724,B,1,A724_03
A724,01,A724,A724,,1,A724_01
A724,02,A724A,A724,A,1,A724_02
A736,00,A736,A736,,1,A736_00
A745,00,A745,A745,,1,A745_00
A759,00,A759,A759,,1,A759_00
A761,00,A761,A761,,1,A761_00
A763,00,A763,A763,,1,A763_00
A765,00,A765,A765,,1,A765_00
A768,00,A768,A768,,1,A768_00
A769,00,A769,A769,,1,A769_00
A770,00,A770,A770,,1,A770_00
A771,00,A771,A771,,1,A771_00
A801,00,A801,A801,,1,A801_00
A806,00,A806,A806,,1,A806_00
A809,00,A809,A809,,1,A809_00
A811,00,A811,A811,,1,A811_00
A812,00,A812,A812,,1,A812_00
A813,00,A813,A813,,1,A813_00
A813,01,A813A,A813,A,1,A813_01
A815,00,A815,A815,,1,A815_00
A821,00,A821,A821,,1,A821_00
A825,00,A825,A825,,1,A825_00
A827,00,A827,A827,,1,A827_00
A829,00,A829,A829,,1,A829_00
A831,00,A831,A831,,1,A831_00
A834,00,A834,A834,,1,A834_00
A834,01,A834A,A834,A,1,A834_01
A835,00,A835,A835,,1,A835_00
A848,00,A848,A848,,1,A848_00
A849,00,A849,A849,,1,A849_00
A850,00,A850,A850,,1,A850_00
A850,01,A850A,A850,A,1,A850_01
A850,02,A850B,A850,B,1,A850_02
A851,00,A851,A851,,1,A851_00
A852,00,A852,A852,,1,A852_00
A854,00,A854,A854,,1,A854_00
A855,00,A855,A855,,1,A855_00
A857,00,A857,A857,,1,A857_00
A858,00,A858,A858,,1,A858_00
A859,00,A859,A859,,1,A859_00
A860,00,A860,A860,,1,A860_00
A861,00,A861,A861,,1,A861_00
A862,00,A862,A862,,1,A862_00
A863,01,A863,A863,,1,A863_01
A864,00,A864,A864,,1,A864_00
A865,00,A865,A865,,1,A865_00
A866,00,A866,A866,,1,A866_00
A866,01,A866A,A866,A,1,A866_01
A867,00,A867,A867,,1,A867_00
A868,01,A868A,A868,A,1,A868_01
A868,00,A868,A868,,1,A868_00
A869,00,A869,A869,,1,A869_00
A870,00,A870,A870,,1,A870_00
A870,01,A870A,A870,A,1,A870_01
A874,00,A874,A874,,1,A874_00
A874,01,A874A,A874,A,1,A874_01
A874,02,A874B,A874,B,1,A874_02
B101,00,B101,B101,,1,B101_00
B101,01,B101A,B101,A,1,B101_01
B102,00,B102,B102,,1,B102_00
B102,01,B102A,B102,A,1,B102_01
B103,00,B103,B103,,1,B103_00
B104,00,B104,B104,,1,B104_00
B104,01,B104A,B104,A,1,B104_01
B105,00,B105,B105,,1,B105_00
B106,00,B106,B106,,1,B106_00
B106,01,B106A,B106,A,1,B106_01
B107,00,B107,B107,,1,B107_00
B107,01,B107A,B107,A,1,B107_01
B108,00,B108,B108,,1,B108_00
B109,00,B109,B109,,1,B109_00
B110,00,B110,B110,,1,B110_00
B110,01,B110A,B110,A,1,B110_01
B112,00,B112,B112,,1,B112_00
B113,00,B113,B113,,1,B113_00
B114,00,B114,B114,,1,B114_00
B115,00,B115,B115,,1,B115_00
B116,03,B116B,B116,B,1,B116_03
B116,01,B116,B116,,1,B116_01
B116,02,B116A,B116,A,1,B116_02
B117,00,B117,B117,,1,B117_00
B118,00,B118,B118,,1,B118_00
B118,01,B118A,B118,A,1,B118_01
B118,02,B118B,B118,B,1,B118_02
B119,00,B119,B119,,1,B119_00
B120,00,B120,B120,,1,B120_00
B121,00,B121,B121,,1,B121_00
B122,00,B122,B122,,1,B122_00
B122,01,B122A,B122,A,1,B122_01
B123,00,B123,B123,,1,B123_00
B123,02,B123A,B123,A,1,B123_02
B123,03,B123B,B123,B,1,B123_03
B124,00,B124,B124,,1,B124_00
B125,00,B125,B125,,1,B125_00
B126,02,B126A,B126,A,1,B126_02
B126,01,B126,B126,,1,B126_01
B127,00,B127,B127,,1,B127_00
B128,00,B128,B128,,1,B128_00
B129,00,B129,B129,,1,B129_00
B130,00,B130,B130,,1,B130_00
B130,01,B130A,B130,A,1,B130_01
B130,02,B130B,B130,B,1,B130_02
B131,00,B131,B131,,1,B131_00
B132,00,B132,B132,,1,B132_00
B133,00,B133,B133,,1,B133_00
B133,01,B133A,B133,A,1,B133_01
B135,00,B135,B135,,1,B135_00
B136,00,B136,B136,,1,B136_00
B137,00,B137,B137,,1,B137_00
B138,00,B138,B138,,1,B138_00
B140,00,B140,B140,,1,B140_00
B140,01,B140A,B140,A,1,B140_01
B201,00,B201,B201,,1,B201_00
B202,00,B202,B202,,1,B202_00
B204,00,B204,B204,,1,B204_00
B205,00,B205,B205,,1,B205_00
B207,00,B207,B207,,1,B207_00
B208,00,B208,B208,,1,B208_00
B210,00,B210,B210,,1,B210_00
B210,01,B210A,B210,A,1,B210_01
B212,00,B212,B212,,1,B212_00
B213,00,B213,B213,,1,B213_00
B214,00,B214,B214,,1,B214_00
B215,00,B215,B215,,1,B215_00
B216,00,B216,B216,,1,B216_00
B217,00,B217,B217,,1,B217_00
B218,00,B218,B218,,1,B218_00
B219,00,B219,B219,,1,B219_00
B221,00,B221,B221,,1,B221_00
B225,00,B225,B225,,1,B225_00
B226,00,B226,B226,,1,B226_00
B227,00,B227,B227,,1,B227_00
B227,01,B227A,B227,A,1,B227_01
B228,00,B228,B228,,1,B228_00
B229,00,B229,B229,,1,B229_00
B230,00,B230,B230,,1,B230_00
B231,00,B231,B231,,1,B231_00
B231,01,B231A,B231,A,1,B231_01
B232,00,B232,B232,,1,B232_00
B232,01,B232A,B232,A,1,B232_01
B232,02,B232B,B232,B,1,B232_02
B233,00,B233,B233,,1,B233_00
B234,00,B234,B234,,1,B234_00
B235,00,B235,B235,,1,B235_00
B236,00,B236,B236,,1,B236_00
B237,00,B237,B237,,1,B237_00
B238,00,B238,B238,,1,B238_00
B239,00,B239,B239,,1,B239_00
B240,00,B240,B240,,1,B240_00
B240,01,B240A,B240,A,1,B240_01
B301,00,B301,B301,,1,B301_00
B302,00,B302,B302,,1,B302_00
B303,00,B303,B303,,1,B303_00
B304,00,B304,B304,,1,B304_00
B305,00,B305,B305,,1,B305_00
B306,00,B306,B306,,1,B306_00
B307,00,B307,B307,,1,B307_00
B307,01,B307A,B307,A,1,B307_01
B308,00,B308,B308,,1,B308_00
B309,00,B309,B309,,1,B309_00
B309,01,B309A,B309,A,1,B309_01
B309,02,B309B,B309,B,1,B309_02
B310,00,B310,B310,,1,B310_00
B311,00,B311,B311,,1,B311_00
B312,00,B312,B312,,1,B312_00
B313,00,B313,B313,,1,B313_00
B313,01,B313A,B313,A,1,B313_01
B313,02,B313B,B313,B,1,B313_02
B314,00,B314,B314,,1,B314_00
B315,00,B315,B315,,1,B315_00
B315,01,B315A,B315,A,1,B315_01
B316,00,B316,B316,,1,B316_00
B316,01,B316A,B316,A,1,B316_01
B317,00,B317,B317,,1,B317_00
B318,00,B318,B318,,1,B318_00
B318,01,B318A,B318,A,1,B318_01
B318,02,B318B,B318,B,1,B318_02
B319,00,B319,B319,,1,B319_00
B319,01,B319A,B319,A,1,B319_01
B319,02,B319B,B319,B,1,B319_02
B320,00,B320,B320,,1,B320_00
B321,00,B321,B321,,1,B321_00
B322,00,B322,B322,,1,B322_00
B323,00,B323,B323,,1,B323_00
B324,00,B324,B324,,1,B324_00
B325,00,B325,B325,,1,B325_00
B326,00,B326,B326,,1,B326_00
B326,01,B326A,B326,A,1,B326_01
B327,00,B327,B327,,1,B327_00
B328,00,B328,B328,,1,B328_00
B329,00,B329,B329,,1,B329_00
B329,01,B329A,B329,A,1,B329_01
B330,01,B330,B330,,1,B330_01
B332,00,B332,B332,,1,B332_00
B333,01,B333,B333,,1,B333_01
B334,00,B334,B334,,1,B334_00
B335,00,B335,B335,,1,B335_00
B336,00,B336,B336,,1,B336_00
B337,00,B337,B337,,1,B337_00
B338,00,B338,B338,,1,B338_00
B339,02,B339A,B339,A,1,B339_02
B339,01,B339,B339,,1,B339_01
B340,00,B340,B340,,1,B340_00
B401,00,B401,B401,,1,B401_00
B402,00,B402,B402,,1,B402_00
B403,00,B403,B403,,1,B403_00
B404,00,B404,B404,,1,B404_00
B405,00,B405,B405,,1,B405_00
B406,00,B406,B406,,1,B406_00
B406,01,B406A,B406,A,1,B406_01
B407,00,B407,B407,,1,B407_00
B408,00,B408,B408,,1,B408_00
B409,00,B409,B409,,1,B409_00
B409,01,B409A,B409,A,1,B409_01
B410,00,B410,B410,,1,B410_00
B411,00,B411,B411,,1,B411_00
B411,01,B411A,B411,A,1,B411_01
B412,00,B412,B412,,1,B412_00
B412,01,B412A,B412,A,1,B412_01
B413,00,B413,B413,,1,B413_00
B414,00,B414,B414,,1,B414_00
B424,01,B424,B424,,1,B424_01
B425,01,B425,B425,,1,B425_01
B426,00,B426,B426,,1,B426_00
B427,00,B427,B427,,1,B427_00
B428,00,B428,B428,,1,B428_00
B429,00,B429,B429,,1,B429_00
B430,00,B430,B430,,1,B430_00
B431,00,B431,B431,,1,B431_00
B432,00,B432,B432,,1,B432_00
B433,00,B433,B433,,1,B433_00
B434,00,B434,B434,,1,B434_00
B435,00,B435,B435,,1,B435_00
B436,00,B436,B436,,1,B436_00
B437,00,B437,B437,,1,B437_00
B438,00,B438,B438,,1,B438_00
B439,00,B439,B439,,1,B439_00
B439,01,B439A,B439,A,1,B439_01
B440,00,B440,B440,,1,B440_00
B501,00,B501,B501,,1,B501_00
B517,01,B517,B517,,1,B517_01
B519,00,B519,B519,,1,B519_00
B520,01,B520,B520,,1,B520_01
B525,00,B525,B525,,1,B525_00
B544,00,B544,B544,,1,B544_00
B552,00,B552,B552,,1,B552_00
B565,00,B565,B565,,1,B565_00
B566,00,B566,B566,,1,B566_00
B567,01,B567,B567,,1,B567_01
B601,00,B601,B601,,1,B601_00
B604,00,B604,B604,,1,B604_00
B606,00,B606,B606,,1,B606_00
B607,00,B607,B607,,1,B607_00
B607,01,B607A,B607,A,1,B607_01
B608,00,B608,B608,,1,B608_00
B609,00,B609,B609,,1,B609_00
B610,00,B610,B610,,1,B610_00
B610,01,B610A,B610,A,1,B610_01
B611,00,B611,B611,,1,B611_00
B612,01,B612A,B612,A,1,B612_01
