wellkey,api_suffix,wellid,well_name,well_redrill,comp_flag,NEW_WELL_NAME
D541,00,D541,D541,,1,D541_00
D542,00,D542,D542,,1,D542_00
D543,00,D543,D543,,1,D543_00
D544,00,D544,D544,,1,D544_00
D545,00,D545,D545,,1,D545_00
D546,00,D546,D546,,1,D546_00
D547,00,D547,D547,,1,D547_00
D548,00,D548,D548,,1,D548_00
D562,00,D562,D562,,1,D562_00
D563,00,D563,D563,,1,D563_00
D564,00,D564,D564,,1,D564_00
D565,00,D565,D565,,1,D565_00
D566,00,D566,D566,,1,D566_00
D567,00,D567,D567,,1,D567_00
D568,00,D568,D568,,1,D568_00
D569,00,D569,D569,,1,D569_00
D570,00,D570,D570,,1,D570_00
D571,00,D571,D571,,1,D571_00
D572,00,D572,D572,,1,D572_00
D573,00,D573,D573,,1,D573_00
D574,00,D574,D574,,1,D574_00
D575,00,D575,D575,,1,D575_00
D576,00,D576,D576,,1,D576_00
D577,00,D577,D577,,1,D577_00
D578,00,D578,D578,,1,D578_00
D579,00,D579,D579,,1,D579_00
D580,01,D580,D580,,1,D580_01
D581,00,D581,D581,,1,D581_00
D581,02,D581A,D581,A,1,D581_02
D582,00,D582,D582,,1,D582_00
D583,00,D583,D583,,1,D583_00
D584,00,D584,D584,,1,D584_00
D584,01,D584A,D584,A,1,D584_01
D585,00,D585,D585,,1,D585_00
D586,00,D586,D586,,1,D586_00
D587,00,D587,D587,,1,D587_00
D588,00,D588,D588,,1,D588_00
D588,01,D588A,D588,A,1,D588_01
D588,02,D588B,D588,B,1,D588_02
D588,03,D588C,D588,C,1,D588_03
D588,04,D588D,D588,D,1,D588_04
D589,00,D589,D589,,1,D589_00
D590,00,D590,D590,,1,D590_00
D591,00,D591,D591,,1,D591_00
D591,01,D591A,D591,A,1,D591_01
D592,00,D592,D592,,1,D592_00
D593,00,D593,D593,,1,D593_00
D594,00,D594,D594,,1,D594_00
D595,00,D595,D595,,1,D595_00
D596,00,D596,D596,,1,D596_00
D597,00,D597,D597,,1,D597_00
D598,00,D598,D598,,1,D598_00
D599,00,D599,D599,,1,D599_00
D600,01,D600,D600,,1,D600_01
D601,00,D601,D601,,1,D601_00
D602,00,D602,D602,,1,D602_00
D604,00,D604,D604,,1,D604_00
D605,00,D605,D605,,1,D605_00
D606,00,D606,D606,,1,D606_00
D606,01,D606A,D606,A,1,D606_01
D607,00,D607,D607,,1,D607_00
D608,00,D608,D608,,1,D608_00
D608,01,D608A,D608,A,1,D608_01
D609,00,D609,D609,,1,D609_00
D610,02,D610A,D610,A,1,D610_02
D610,01,D610,D610,,1,D610_01
D611,00,D611,D611,,1,D611_00
D612,00,D612,D612,,1,D612_00
D612,01,D612A,D612,A,1,D612_01
D613,00,D613,D613,,1,D613_00
D614,01,D614,D614,,1,D614_01
D615,00,D615,D615,,1,D615_00
D615,01,D615A,D615,A,1,D615_01
D616,00,D616,D616,,1,D616_00
D616,01,D616A,D616,A,1,D616_01
D617,00,D617,D617,,1,D617_00
D618,00,D618,D618,,1,D618_00
D619,00,D619,D619,,1,D619_00
D620,00,D620,D620,,1,D620_00
D621,00,D621,D621,,1,D621_00
D622,00,D622,D622,,1,D622_00
D623,00,D623,D623,,1,D623_00
D623,01,D623A,D623,A,1,D623_01
D624,00,D624,D624,,1,D624_00
D625,00,D625,D625,,1,D625_00
D626,00,D626,D626,,1,D626_00
D627,00,D627,D627,,1,D627_00
D628,00,D628,D628,,1,D628_00
D628,01,D628A,D628,A,1,D628_01
D629,00,D629,D629,,1,D629_00
D630,00,D630,D630,,1,D630_00
D632,00,D632,D632,,1,D632_00
D633,00,D633,D633,,1,D633_00
D634,01,D634,D634,,1,D634_01
D635,00,D635,D635,,1,D635_00
D636,00,D636,D636,,1,D636_00
D636,01,D636A,D636,A,1,D636_01
D637,00,D637,D637,,1,D637_00
D638,00,D638,D638,,1,D638_00
D639,00,D639,D639,,1,D639_00
D640,00,D640,D640,,1,D640_00
D641,00,D641,D641,,1,D641_00
D701,00,D701,D701,,1,D701_00
D703,00,D703,D703,,1,D703_00
D707,00,D707,D707,,1,D707_00
D709,00,D709,D709,,1,D709_00
D714,00,D714,D714,,1,D714_00
D715,00,D715,D715,,1,D715_00
D717,00,D717,D717,,1,D717_00
D718,00,D718,D718,,1,D718_00
D720,00,D720,D720,,1,D720_00
D721,00,D721,D721,,1,D721_00
D722,00,D722,D722,,1,D722_00
D723,00,D723,D723,,1,D723_00
D724,00,D724,D724,,1,D724_00
D727,00,D727,D727,,1,D727_00
D728,00,D728,D728,,1,D728_00
D738,00,D738,D738,,1,D738_00
D739,00,D739,D739,,1,D739_00
D741,00,D741,D741,,1,D741_00
D742,00,D742,D742,,1,D742_00
D745,00,D745,D745,,1,D745_00
D747,00,D747,D747,,1,D747_00
D749,00,D749,D749,,1,D749_00
D750,00,D750,D750,,1,D750_00
D751,00,D751,D751,,1,D751_00
D752,00,D752,D752,,1,D752_00
D753,00,D753,D753,,1,D753_00
D754,00,D754,D754,,1,D754_00
D756,00,D756,D756,,1,D756_00
D801,00,D801,D801,,1,D801_00
D803,00,D803,D803,,1,D803_00
D805,00,D805,D805,,1,D805_00
D807,00,D807,D807,,1,D807_00
D809,00,D809,D809,,1,D809_00
D813,01,D813,D813,,1,D813_01
D815,01,D815,D815,,1,D815_01
D819,00,D819,D819,,1,D819_00
D820,00,D820,D820,,1,D820_00
D822,00,D822,D822,,1,D822_00
D823,00,D823,D823,,1,D823_00
D824,00,D824,D824,,1,D824_00
D825,00,D825,D825,,1,D825_00
D825,01,D825A,D825,A,1,D825_01
D826,01,D826,D826,,1,D826_01
D827,00,D827,D827,,1,D827_00
D828,00,D828,D828,,1,D828_00
D829,00,D829,D829,,1,D829_00
D830,00,D830,D830,,1,D830_00
D831,00,D831,D831,,1,D831_00
D832,00,D832,D832,,1,D832_00
D832,01,D832A,D832,A,1,D832_01
D833,00,D833,D833,,1,D833_00
D834,00,D834,D834,,1,D834_00
D835,00,D835,D835,,1,D835_00
D836,00,D836,D836,,1,D836_00
D837,00,D837,D837,,1,D837_00
D838,00,D838,D838,,1,D838_00
D839,00,D839,D839,,1,D839_00
D840,00,D840,D840,,1,D840_00
D841,00,D841,D841,,1,D841_00
D842,00,D842,D842,,1,D842_00
D843,01,D843,D843,,1,D843_01
D844,00,D844,D844,,1,D844_00
D845,00,D845,D845,,1,D845_00
D846,00,D846,D846,,1,D846_00
D847,00,D847,D847,,1,D847_00
D848,00,D848,D848,,1,D848_00
D849,00,D849,D849,,1,D849_00
D850,00,D850,D850,,1,D850_00
D852,00,D852,D852,,1,D852_00
D854,00,D854,D854,,1,D854_00
D854,00,D854Z,D854,Z,1,D854_00
D855,00,D855,D855,,1,D855_00
D856,00,D856,D856,,1,D856_00
J110,00,J110,J110,,1,J110_00
J111,00,J111,J111,,1,J111_00
J114,00,J114,J114,,1,J114_00
J115,01,J115,J115,,1,J115_01
J116,00,J116,J116,,1,J116_00
J118,00,J118,J118,,1,J118_00
J118,01,J118A,J118,A,1,J118_01
J118,01,J118Z,J118,Z,1,J118_01
J119,00,J119,J119,,1,J119_00
J120,00,J120,J120,,1,J120_00
J120,01,J120A,J120,A,1,J120_01
J121,00,J121,J121,,1,J121_00
J122,02,J122A,J122,A,1,J122_02
J122,03,J122B,J122,B,1,J122_03
J122,04,J122C,J122,C,1,J122_04
J122,01,J122,J122,,1,J122_01
J123,00,J123,J123,,1,J123_00
J123,01,J123A,J123,A,1,J123_01
J124,00,J124,J124,,1,J124_00
J127,00,J127,J127,,1,J127_00
J129,00,J129,J129,,1,J129_00
J130,00,J130,J130,,1,J130_00
J131,00,J131,J131,,1,J131_00
J132,00,J132,J132,,1,J132_00
J136,00,J136,J136,,1,J136_00
J136,01,J136A,J136,A,1,J136_01
J137,00,J137,J137,,1,J137_00
J140,00,J140,J140,,1,J140_00
J140,00,J140Z,J140,Z,1,J140_00
J141,00,J141,J141,,1,J141_00
J142,00,J142,J142,,1,J142_00
J143,00,J143,J143,,1,J143_00
J144,00,J144,J144,,1,J144_00
J145,00,J145,J145,,1,J145_00
J146,00,J146,J146,,1,J146_00
J148,00,J148,J148,,1,J148_00
J148,01,J148A,J148,A,1,J148_01
J150,00,J150,J150,,1,J150_00
J150,01,J150A,J150,A,1,J150_01
J154,00,J154,J154,,1,J154_00
J154,01,J154A,J154,A,1,J154_01
J156,00,J156,J156,,1,J156_00
J157,00,J157,J157,,1,J157_00
J158,00,J158,J158,,1,J158_00
J159,00,J159,J159,,1,J159_00
J159,01,J159A,J159,A,1,J159_01
J160,00,J160,J160,,1,J160_00
J160,01,J160A,J160,A,1,J160_01
J163,01,J163A,J163,A,1,J163_01
J163,00,J163,J163,,1,J163_00
J163,02,J163B,J163,B,1,J163_02
J165,00,J165,J165,,1,J165_00
J167,00,J167,J167,,1,J167_00
J167,01,J167A,J167,A,1,J167_01
J168,00,J168,J168,,1,J168_00
J169,00,J169,J169,,1,J169_00
J170,00,J170,J170,,1,J170_00
J171,00,J171,J171,,1,J171_00
J172,00,J172,J172,,1,J172_00
J173,00,J173,J173,,1,J173_00
J173,00,J173Z,J173,Z,1,J173_00
J174,00,J174,J174,,1,J174_00
J177,00,J177,J177,,1,J177_00
J177,01,J177A,J177,A,1,J177_01
J178,00,J178,J178,,1,J178_00
J179,00,J179,J179,,1,J179_00
J181,00,J181,J181,,1,J181_00
J182,00,J182,J182,,1,J182_00
J183,00,J183,J183,,1,J183_00
J183,01,J183A,J183,A,1,J183_01
J188,01,J188,J188,,1,J188_01
J189,00,J189,J189,,1,J189_00
J310,00,J310,J310,,1,J310_00
J310,01,J310A,J310,A,1,J310_01
J311,00,J311,J311,,1,J311_00
J311,01,J311A,J311,A,1,J311_01
J312,00,J312,J312,,1,J312_00
J312,01,J312A,J312,A,1,J312_01
J313,00,J313,J313,,1,J313_00
J314,00,J314,J314,,1,J314_00
J314,01,J314A,J314,A,1,J314_01
J315,00,J315,J315,,1,J315_00
J315,01,J315A,J315,A,1,J315_01
J316,00,J316,J316,,1,J316_00
J317,00,J317,J317,,1,J317_00
J318,00,J318,J318,,1,J318_00
J319,00,J319,J319,,1,J319_00
J319,01,J319A,J319,A,1,J319_01
J320,00,J320,J320,,1,J320_00
J320,01,J320A,J320,A,1,J320_01
J321,00,J321,J321,,1,J321_00
J322,00,J322,J322,,1,J322_00
J323,00,J323,J323,,1,J323_00
J323,01,J323A,J323,A,1,J323_01
J324,00,J324,J324,,1,J324_00
J325,00,J325,J325,,1,J325_00
J325,01,J325A,J325,A,1,J325_01
J326,00,J326,J326,,1,J326_00
J326,01,J326A,J326,A,1,J326_01
J327,00,J327,J327,,1,J327_00
J328,00,J328,J328,,1,J328_00
J329,00,J329,J329,,1,J329_00
J330,00,J330,J330,,1,J330_00
J330,01,J330A,J330,A,1,J330_01
J331,00,J331,J331,,1,J331_00
J331,01,J331A,J331,A,1,J331_01
J332,00,J332,J332,,1,J332_00
J332,01,J332A,J332,A,1,J332_01
J333,00,J333,J333,,1,J333_00
J334,00,J334,J334,,1,J334_00
J334,01,J334A,J334,A,1,J334_01
J335,00,J335,J335,,1,J335_00
J335,01,J335A,J335,A,1,J335_01
J336,01,J336,J336,,1,J336_01
J337,00,J337,J337,,1,J337_00
J338,00,J338,J338,,1,J338_00
J339,00,J339,J339,,1,J339_00
J340,00,J340,J340,,1,J340_00
J340,01,J340A,J340,A,1,J340_01
J341,00,J341,J341,,1,J341_00
J343,00,J343,J343,,1,J343_00
J344,00,J344,J344,,1,J344_00
J345,00,J345,J345,,1,J345_00
J346,00,J346,J346,,1,J346_00
J346,01,J346A,J346,A,1,J346_01
J347,00,J347,J347,,1,J347_00
J348,00,J348,J348,,1,J348_00
J348,01,J348A,J348,A,1,J348_01
J349,00,J349,J349,,1,J349_00
J410,00,J410,J410,,1,J410_00
J411,00,J411,J411,,1,J411_00
J412,00,J412,J412,,1,J412_00
J413,00,J413,J413,,1,J413_00
J414,00,J414,J414,,1,J414_00
J415,00,J415,J415,,1,J415_00
J416,00,J416,J416,,1,J416_00
J416,01,J416A,J416,A,1,J416_01
J417,00,J417,J417,,1,J417_00
J417,01,J417A,J417,A,1,J417_01
J418,00,J418,J418,,1,J418_00
J419,00,J419,J419,,1,J419_00
J421,00,J421,J421,,1,J421_00
J422,00,J422,J422,,1,J422_00
J423,00,J423,J423,,1,J423_00
J425,00,J425,J425,,1,J425_00
J425,01,J425A,J425,A,1,J425_01
J427,00,J427,J427,,1,J427_00
J428,00,J428,J428,,1,J428_00
J428,01,J428A,J428,A,1,J428_01
J429,00,,,,0,J429_00
J430,00,J430,J430,,1,J430_00
J431,00,J431,J431,,1,J431_00
J432,00,J432,J432,,1,J432_00
J433,00,J433,J433,,1,J433_00
J433,01,J433A,J433,A,1,J433_01
J433,02,J433B,J433,B,1,J433_02
J434,00,J434,J434,,1,J434_00
J435,02,J435A,J435,A,1,J435_02
J435,01,J435,J435,,1,J435_01
J436,00,J436,J436,,1,J436_00
J437,00,J437,J437,,1,J437_00
J438,00,J438,J438,,1,J438_00
J439,00,J439,J439,,1,J439_00
J440,00,J440,J440,,1,J440_00
J440,01,J440A,J440,A,1,J440_01
J441,00,J441,J441,,1,J441_00
J441,01,J441A,J441,A,1,J441_01
J442,00,J442,J442,,1,J442_00
J442,01,J442A,J442,A,1,J442_01
J443,00,J443,J443,,1,J443_00
J445,00,J445,J445,,1,J445_00
J445,01,J445A,J445,A,1,J445_01
J449,00,J449,J449,,1,J449_00
J462,00,J462,J462,,1,J462_00
J463,00,J463,J463,,1,J463_00
J464,00,J464,J464,,1,J464_00
J464,01,J464A,J464,A,1,J464_01
J465,00,J465,J465,,1,J465_00
J466,00,J466,J466,,1,J466_00
J467,01,J467,J467,,1,J467_01
J468,00,J468,J468,,1,J468_00
J469,00,J469,J469,,1,J469_00
J510,00,J510,J510,,1,J510_00
J511,00,J511,J511,,1,J511_00
J512,00,J512,J512,,1,J512_00
J513,00,J513,J513,,1,J513_00
J514,00,J514,J514,,1,J514_00
J515,00,J515,J515,,1,J515_00
J516,00,J516,J516,,1,J516_00
J517,00,J517,J517,,1,J517_00
J517,01,J517A,J517,A,1,J517_01
J518,00,J518,J518,,1,J518_00
J518,01,J518A,J518,A,1,J518_01
J519,00,J519,J519,,1,J519_00
J521,00,J521,J521,,1,J521_00
J522,00,J522,J522,,1,J522_00
J523,00,J523,J523,,1,J523_00
J524,00,J524,J524,,1,J524_00
J526,00,J526,J526,,1,J526_00
J529,00,J529,J529,,1,J529_00
J541,00,J541,J541,,1,J541_00
J541,02,J541A,J541,A,1,J541_02
J542,00,J542,J542,,1,J542_00
J543,00,J543,J543,,1,J543_00
J544,00,J544,J544,,1,J544_00
J546,00,J546,J546,,1,J546_00
J546,01,J546A,J546,A,1,J546_01
J547,01,J547,J547,,1,J547_01
J547,02,J547A,J547,A,1,J547_02
J548,00,J548,J548,,1,J548_00
J550,00,J550,J550,,1,J550_00
J551,00,J551,J551,,1,J551_00
J552,00,J552,J552,,1,J552_00
J552,01,J552A,J552,A,1,J552_01
J553,00,J553,J553,,1,J553_00
J553,01,,,,0,J553_01
J553,02,J553A,J553,A,1,J553_02
J554,01,J554,J554,,1,J554_01
J555,00,J555,J555,,1,J555_00
J555,02,J555A,J555,A,1,J555_02
J555,03,J555B,J555,B,1,J555_03
J558,00,J558,J558,,1,J558_00
J558,01,J558A,J558,A,1,J558_01
J558,02,J558B,J558,B,1,J558_02
J559,00,J559,J559,,1,J559_00
J559,01,J559A,J559,A,1,J559_01
J560,00,J560,J560,,1,J560_00
J561,00,J561,J561,,1,J561_00
J562,00,J562,J562,,1,J562_00
J562,01,J562A,J562,A,1,J562_01
J564,00,J564,J564,,1,J564_00
J567,00,J567,J567,,1,J567_00
J569,00,J569,J569,,1,J569_00
X001,00,X001,X001,,1,X001_00
X002,00,X002,X002,,1,X002_00
X003,00,X003,X003,,1,X003_00
X004,00,X004,X004,,1,X004_00
C410,01,C410A,C410,A,1,C410_01
C661,00,C661,C661,,1,C661_00
A567,00,A567,A567,,1,A567_00
A531,00,A531,A531,,1,A531_00
C822,00,C822Z,C822,Z,1,C822_00
A314,01,A314A,A314,A,1,A314_01
A411,00,A411,A411,,1,A411_00
A362,00,A362Z,A362,Z,1,A362_00
A127,05,A127D,A127,D,1,A127_05
D535,00,D535,D535,,1,D535_00
D743,00,D743,D743,,1,D743_00
D622,01,D622A,D622,A,1,D622_01
B621,02,B621B,B621,B,1,B621_02
J439,01,J439A,J439,A,1,J439_01
J433,03,J433C,J433,C,1,J433_03
J329,01,J329A,J329,A,1,J329_01
J438,01,J438A,J438,A,1,J438_01
B827,03,B827B,B827,B,1,B827_03
B709,01,B709A,B709,A,1,B709_01
B114,01,B114A,B114,A,1,B114_01
C302,00,C302,C302,,1,C302_00
J324,01,J324A,J324,A,1,J324_01
C652,01,C652A,C652,A,1,C652_01
C547,00,C547,C547,,1,C547_00
B634,01,B634A,B634,A,1,B634_01
C451,01,C451A,C451,A,1,C451_01
C519,01,C519A,C519,A,1,C519_01
B340,00,B340Z,B340,Z,1,B340_00
C658,01,C658A,C658,A,1,C658_01
C618,01,C618A,C618,A,1,C618_01
C523,03,C523B,C523,B,1,C523_03
C713,01,C713A,C713,A,1,C713_01
C732,01,C732A,C732,A,1,C732_01
C721,01,C721A,C721,A,1,C721_01
C441,01,C441,C441,,1,C441_01
C533,01,C533A,C533,A,1,C533_01
C657,02,C657A,C657,A,1,C657_02
C656,02,C656B,C656,B,1,C656_02
C455,00,C455,C455,,1,C455_00
C456,00,C456,C456,,1,C456_00
C454,00,C454,C454,,1,C454_00
C450,00,C450,C450,,1,C450_00
A238,02,A238B,A238,B,1,A238_02
C318,01,C318A,C318,A,1,C318_01
A129,01,A129A,A129,A,1,A129_01
C523,04,C523C,C523,C,1,C523_04
A643,00,A643,A643,,1,A643_00
A533,00,A533,A533,,1,A533_00
A740,00,A740,A740,,1,A740_00
A530,02,A530B,A530,B,1,A530_02
C813,02,C813B,C813,B,1,C813_02
C618,03,C618C,C618,C,1,C618_03
C648,01,C648A,C648,A,1,C648_01
A868,02,A868B,A868,B,1,A868_02
D105,01,D105A,D105,A,1,D105_01
D633,01,D633A,D633,A,1,D633_01
A123,02,A123B,A123,B,1,A123_02
A414,00,A414,A414,,1,A414_00
A413,00,A413,A413,,1,A413_00
D113,02,D113B,D113,B,1,D113_02
D712,00,D712,D712,,1,D712_00
B623,02,B623B,B623,B,1,B623_02
A535,00,A535,A535,,1,A535_00
D825,02,D825B,D825,B,1,D825_02
D437,01,D437A,D437,A,1,D437_01
B220,00,B220,B220,,1,B220_00
D528,01,D528A,D528,A,1,D528_01
A654,00,A654,A654,,1,A654_00
B436,00,B436Z,B436,Z,1,B436_00
B438,02,B438B,B438,B,1,B438_02
B628,01,B628A,B628,A,1,B628_01
D748,01,D748A,D748,A,1,D748_01
A356,01,A356A,A356,A,1,A356_01
B335,01,B335A,B335,A,1,B335_01
D112,02,D112B,D112,B,1,D112_02
D426,01,,,,0,D426_01
D426,02,D426A,D426,A,1,D426_02
C769,01,C769A,C769,A,1,C769_01
D854,01,D854A,D854,A,1,D854_01
D815,02,D815A,D815,A,1,D815_02
B828,02,B828B,B828,B,1,B828_02
D216,02,D216A,D216,A,1,D216_02
B710,02,B710B,B710,B,1,B710_02
B743,04,B743B,B743,B,1,B743_04
B333,02,B333A,B333,A,1,B333_02
B121,01,B121A,B121,A,1,B121_01
B339,03,B339B,B339,B,1,B339_03
B769,01,B769A,B769,A,1,B769_01
B435,01,B435A,B435,A,1,B435_01
A539,00,A539,A539,,1,A539_00
B722,00,B722,B722,,1,B722_00
B114,02,B114B,B114,B,1,B114_02
B328,01,B328A,B328,A,1,B328_01
A361,01,A361A,A361,A,1,A361_01
C547,01,C547A,C547,A,1,C547_01
C529,01,C529A,C529,A,1,C529_01
C606,01,C606A,C606,A,1,C606_01
C622,01,C622A,C622,A,1,C622_01
C621,01,C621A,C621,A,1,C621_01
C655,01,C655A,C655,A,1,C655_01
A228,01,A228A,A228,A,1,A228_01
A534,00,A534,A534,,1,A534_00
D853,00,D853,D853,,1,D853_00
A212,02,A212B,A212,B,1,A212_02
A357,01,A357A,A357,A,1,A357_01
D591,00,D591Z,D591,Z,1,D591_00
J335,00,J335Z,J335,Z,1,J335_00
J416,01,J416Z,J416,Z,1,J416_01
C542,00,C542Z,C542,Z,1,C542_00
D630,00,D630Z,D630,Z,1,D630_00
D571,01,D571A,D571,A,1,D571_01
D415,02,D415B,D415,B,1,D415_02
D313,00,D313Z,D313,Z,1,D313_00
D117,01,D117A,D117,A,1,D117_01
D496,01,D496A,D496,A,1,D496_01
J120,01,J120Z,J120,Z,1,J120_01
D851,00,D851,D851,,1,D851_00
C338,02,C338B,C338,B,1,C338_02
C635,02,C635B,C635,B,1,C635_02
C339,01,C339A,C339,A,1,C339_01
C539,01,C539A,C539,A,1,C539_01
C737,01,C737A,C737,A,1,C737_01
C432,01,C432A,C432,A,1,C432_01
C318,02,C318B,C318,B,1,C318_02
C814,02,C814B,C814,B,1,C814_02
C416,00,C416Z,C416,Z,1,C416_00
D612,02,D612B,D612,B,1,D612_02
C765,00,C765,C765,,1,C765_00
A862,01,A862A,A862,A,1,A862_01
C807,02,C807B,C807,B,1,C807_02
A740,01,A740A,A740,A,1,A740_01
D816,00,D816,D816,,1,D816_00
B405,01,B405A,B405,A,1,B405_01
D755,00,D755,D755,,1,D755_00
C609,01,C609Z,C609,Z,1,C609_01
D409,01,D409A,D409,A,1,D409_01
D440,02,D440B,D440,B,1,D440_02
C544,00,C544Z,C544,Z,1,C544_00
D490,01,D490A,D490,A,1,D490_01
D436,01,D436A,D436,A,1,D436_01
D805,01,D805A,D805,A,1,D805_01
D619,01,D619A,D619,A,1,D619_01
A630,00,A630,A630,,1,A630_00
A666,02,A666B,A666,B,1,A666_02
B334,00,B334Z,B334,Z,1,B334_00
C213,02,C213B,C213,B,1,C213_02
D640,03,D640A,D640,A,1,D640_03
C534,04,C534C,C534,C,1,C534_04
A307,01,A307A,A307,A,1,A307_01
A536,00,A536,A536,,1,A536_00
A825,01,A825A,A825,A,1,A825_01
A415,00,A415,A415,,1,A415_00
A737,00,A737,A737,,1,A737_00
A650,00,A650,A650,,1,A650_00
A821,01,A821A,A821,A,1,A821_01
A867,01,A867A,A867,A,1,A867_01
A359,02,A359B,A359,B,1,A359_02
A104,01,A104A,A104,A,1,A104_01
A317,01,A317A,A317,A,1,A317_01
A353,01,A353A,A353,A,1,A353_01
A129,02,A129B,A129,B,1,A129_02
A538,00,A538,A538,,1,A538_00
A369,01,A369A,A369,A,1,A369_01
A119,01,A119A,A119,A,1,A119_01
D825,02,D825Z,D825,Z,1,D825_02
A401,02,A401B,A401,B,1,A401_02
A636,00,A636,A636,,1,A636_00
A537,00,A537,A537,,1,A537_00
A854,01,A854A,A854,A,1,A854_01
B433,00,B433Z,B433,Z,1,B433_00
A115,01,,,,0,A115_01
A127,02,,,,0,A127_02
A143,03,,,,0,A143_03
A143,00,,,,0,A143_00
B743,02,,,,0,B743_02
B743,03,,,,0,B743_03
B743,01,,,,0,B743_01
A108,01,,,,0,A108_01
A130,00,,,,0,A130_00
A205,01,,,,0,A205_01
A210,00,,,,0,A210_00
A254,00,,,,0,A254_00
A265,00,,,,0,A265_00
A303,00,,,,0,A303_00
A312,00,,,,0,A312_00
A314,02,A314B,A314,B,1,A314_02
A360,01,,,,0,A360_01
A360,02,,,,0,A360_02
A364,01,,,,0,A364_01
A540,00,,,,0,A540_00
A667,00,,,,0,A667_00
A670,01,,,,0,A670_01
A707,00,,,,0,A707_00
A724,00,,,,0,A724_00
A863,00,,,,0,A863_00
B116,00,,,,0,B116_00
B123,01,,,,0,B123_01
B126,00,,,,0,B126_00
B206,00,,,,0,B206_00
B206,01,,,,0,B206_01
B206,02,,,,0,B206_02
B330,00,,,,0,B330_00
B333,00,,,,0,B333_00
B339,00,,,,0,B339_00
B424,00,,,,0,B424_00
B425,00,,,,0,B425_00
B517,00,,,,0,B517_00
B520,00,,,,0,B520_00
B567,00,,,,0,B567_00
B702,00,,,,0,B702_00
B707,00,,,,0,B707_00
B756,00,,,,0,B756_00
B810,01,,,,0,B810_01
B833,00,,,,0,B833_00
C113,00,,,,0,C113_00
C127,00,,,,0,C127_00
C129,01,,,,0,C129_01
C137,01,,,,0,C137_01
C208,00,,,,0,C208_00
C224,00,,,,0,C224_00
C313,00,,,,0,C313_00
C441,00,,,,0,C441_00
C444,00,,,,0,C444_00
C523,00,,,,0,C523_00
C530,01,,,,0,C530_01
C534,03,,,,0,C534_03
C540,00,,,,0,C540_00
C549,00,,,,0,C549_00
C615,00,,,,0,C615_00
C618,02,,,,0,C618_02
C657,00,,,,0,C657_00
C703,00,,,,0,C703_00
C714,00,,,,0,C714_00
C760,00,,,,0,C760_00
C812,01,,,,0,C812_01
C820,00,,,,0,C820_00
D204,00,,,,0,D204_00
D208,00,,,,0,D208_00
D216,00,,,,0,D216_00
D308,01,,,,0,D308_01
D316,01,,,,0,D316_01
D402,00,,,,0,D402_00
D417,00,,,,0,D417_00
D419,00,,,,0,D419_00
D492,00,,,,0,D492_00
D519,00,,,,0,D519_00
D532,01,,,,0,D532_01
D580,00,,,,0,D580_00
D581,01,,,,0,D581_01
D582,01,,,,0,D582_01
D600,00,,,,0,D600_00
D610,00,,,,0,D610_00
D611,01,,,,0,D611_01
D614,00,,,,0,D614_00
D640,01,,,,0,D640_01
D640,02,,,,0,D640_02
D813,00,,,,0,D813_00
D815,00,,,,0,D815_00
D826,00,,,,0,D826_00
D843,00,,,,0,D843_00
J115,00,,,,0,J115_00
J122,00,,,,0,J122_00
J188,00,,,,0,J188_00
J336,00,,,,0,J336_00
J435,00,,,,0,J435_00
J467,00,,,,0,J467_00
J541,01,,,,0,J541_01
J547,00,,,,0,J547_00
J554,00,,,,0,J554_00
J555,01,,,,0,J555_01
K001,0-1,,,,0,K001_0-1
K002,0-1,,,,0,K002_0-1
K004,0-1,,,,0,K004_0-1
K005,0-1,,,,0,K005_0-1
K006,0-1,,,,0,K006_0-1
L032,00,L032,,,0,L032_00
L032,00,L032A,,,0,L032_00
L047,00,L047,,,0,L047_00
L050,0-1,L050,,,0,L050_0-1
L058,0-1,L058,,,0,L058_0-1
L060,0-1,L060,,,0,L060_0-1
L068,0-1,L068,,,0,L068_0-1
L071,0-1,L071,,,0,L071_0-1
L079,0-1,L079,,,0,L079_0-1
L080,0-1,L080,,,0,L080_0-1
L124,00,L124,,,0,L124_00
L125,00,L125,,,0,L125_00
L135,0-1,L135,,,0,L135_0-1
L310,00,L310,,,0,L310_00
L312,00,L312,,,0,L312_00
L314,00,L314,,,0,L314_00
L318,00,L318,,,0,L318_00
L320,00,L320,,,0,L320_00
L337,00,L337,,,0,L337_00
L339,00,L339,,,0,L339_00
L341,00,L341,,,0,L341_00
L343,00,L343,,,0,L343_00
L401,00,L401,,,0,L401_00
L403,00,L403,,,0,L403_00
L403,00,L403A,,,0,L403_00
L403,00,L403B,,,0,L403_00
L409,00,L409,,,0,L409_00
L415,00,L415,,,0,L415_00
L501,00,L501,,,0,L501_00
L510,00,L510,,,0,L510_00
L513,00,L513,,,0,L513_00
L609,00,L609,,,0,L609_00
L701,00,L701,,,0,L701_00
L710,00,L710,,,0,L710_00
M001,00,M001,,,0,M001_00
M210,00,M210,,,0,M210_00
M003,00,M003,,,0,M003_00
M006,00,M006,,,0,M006_00
M007,00,M007,,,0,M007_00
M013,00,M013,,,0,M013_00
M021,00,M021,,,0,M021_00
M023,00,M023,,,0,M023_00
M025,00,M025,,,0,M025_00
M026,00,M026,,,0,M026_00
M027,00,M027,,,0,M027_00
M027,01,M027A,,,0,M027_01
M028,00,M028,,,0,M028_00
